month_07,month_08,month_09,Temperature,RH,Rain,DC,FWI,log_skewed_FWI,log_skewed_DC,Classes_not fire
0,0,0,0.2663808753853191,-0.821244441386534,-0.38154131287000675,0.9844285199706074,0.7729384925614509,-0.25755580333875855,-0.01569398895215613,0
1,0,0,0.5398088638760704,1.254822843396407,-0.38154131287000675,-0.24218667840879338,-0.48005266039021915,0.0,0.0,1
0,0,1,-0.8273310785776862,0.18330424479876,-0.10448947994381348,-0.7275380158970457,-0.8361659354396411,0.0,0.0,1
1,0,0,0.5398088638760704,-1.1560940034482987,-0.38154131287000675,-0.5311913384586163,0.9312110592500827,-0.07126932573304406,0.0,0
0,0,1,-0.5539030900869348,1.187852930984054,-0.38154131287000675,-0.3017525243732607,-0.4404845187180611,0.0,0.0,0
1,0,0,0.8132368523668217,-0.21851522967535758,-0.38154131287000675,0.10197154271923987,0.5091508814137309,-0.6750108792184979,-2.2830614975722674,0
0,0,1,0.5398088638760704,-0.28548514208771053,-0.28919070189460894,0.8785336827004434,-0.42729513816067516,0.0,-0.1295010309397966,1
0,0,0,-0.007047113105432196,0.25027415721111296,-0.38154131287000675,0.16815581601309243,0.060711942462606826,-2.801614854591364,-1.7828642531508279,0
0,0,0,-1.1007590670684375,1.8575520551075833,-0.38154131287000675,-0.7385687281126878,-0.8493553159970272,0.0,0.0,1
1,0,0,1.0866648408575732,-0.6203347041494752,-0.38154131287000675,1.1123847816720558,1.0894836259387148,0.0857038463210056,0.10650616265846805,0
0,0,0,-0.007047113105432196,-0.017605492438298787,-0.3353660073823079,-0.010541721880309373,-0.42729513816067516,0.0,0.0,0
1,0,0,-1.3741870555591889,0.25027415721111296,-0.19684009091921123,0.5101078946979974,-0.6515146076362371,0.0,-0.6731330174076849,1
1,0,0,0.5398088638760704,-1.1560940034482987,-0.38154131287000675,-0.03922157364097891,1.0499154842665568,0.048709669755135736,0.0,0
0,0,0,0.2663808753853191,-0.017605492438298787,3.6357102645597954,-0.8797618444729064,-0.8757340771117991,0.0,0.0,1
1,0,0,0.8132368523668217,-1.3570037406853575,-0.24301539640691014,-0.0679014254016483,-0.0975606242260252,0.0,0.0,0
0,0,0,-1.6476150440499402,1.254822843396407,-0.38154131287000675,0.29169979282828395,0.00795442023306278,-4.834027500670098,-1.2320301123305717,0
0,0,0,-0.8273310785776862,1.7905821426952304,-0.058314174456114615,-0.8952048415748054,-0.9284915993413431,0.0,0.0,1
0,0,1,0.2663808753853191,0.7190635440975834,0.4496141859085731,-0.8665249898141361,-0.8889234576691851,0.0,0.0,1
0,0,0,-0.2804751015961835,0.11633433238640709,-0.38154131287000675,0.5211386069136394,0.4695827397415728,-0.7559107663788922,-0.6517392324698308,0
1,0,0,0.2663808753853191,0.3842139820358188,-0.38154131287000675,0.07549783340169894,0.2717420313807828,-1.3029020767565413,-2.5836513198051545,0
0,0,1,-0.2804751015961835,-0.5533647917371223,-0.38154131287000675,-0.703270449022633,-0.7042721298657811,0.0,0.0,1
1,0,0,1.0866648408575732,-2.2276126020459457,-0.38154131287000675,0.7152791419089403,3.0283225678744565,1.108008858261584,-0.33508240421335433,0
1,0,0,0.2663808753853191,0.3842139820358188,-0.38154131287000675,0.035787269425387305,0.12665884524953683,-2.066258064866276,-3.330163051459908,0
0,0,0,-0.8273310785776862,1.187852930984054,0.5419647968839708,-0.8952048415748054,-0.9153022187839571,0.0,0.0,1
0,0,0,0.5398088638760704,-1.3570037406853575,0.40343888042087417,-0.8753495595866497,-0.6383252270788511,0.0,0.0,1
0,1,0,1.3600928293483243,-0.4194249669124164,-0.38154131287000675,-0.6172308937406247,-0.15031814645556912,0.0,0.0,0
0,0,0,0.8132368523668217,0.3842139820358188,-0.38154131287000675,-0.687827451920734,-0.22945442979988517,0.0,0.0,0
0,1,0,0.2663808753853191,0.25027415721111296,-0.38154131287000675,1.0263452263900477,0.4695827397415728,-0.7559107663788922,0.026004168115572598,0
0,0,1,0.8132368523668217,-1.8927630399841808,-0.38154131287000675,1.0837049299113863,1.9204146010540328,0.6525411007774009,0.08038566108418713,0
0,1,0,2.7272327718020812,-2.56246216410771,-0.38154131287000675,0.6226211592975469,2.2369597344312964,0.8051176825387953,-0.4738170361721852,0
0,1,0,1.0866648408575732,0.5851237192728777,-0.38154131287000675,1.520521133650813,0.6806128286597487,-0.38476166804838163,0.4190531271842429,0
0,1,0,2.1803767948205786,-1.4239736530977103,-0.3353660073823079,0.37332706322403536,1.023536723151785,0.023264005447969083,-0.9853003984377626,0
0,0,0,-0.5539030900869348,0.7190635440975834,-0.38154131287000675,-0.21791911153438087,0.00795442023306278,-4.834027500670098,0.0,0
0,0,0,-0.007047113105432196,-1.0221541786235928,-0.24301539640691014,0.7991125547478205,-0.41410575760328916,0.0,-0.22425347361536402,1
0,0,0,1.0866648408575732,-0.4863948793247693,-0.38154131287000675,-0.10761198937795993,0.6542340675449768,-0.4242900901114643,0.0,0
0,0,1,0.5398088638760704,-1.2230639158606516,-0.38154131287000675,0.33361649924772385,1.3796499982012067,0.32182984250910346,-1.0977631515439303,0
1,0,0,0.2663808753853191,0.9199732813346423,-0.38154131287000675,-0.650323030387551,-0.6383252270788511,0.0,0.0,1
0,0,1,-0.2804751015961835,0.25027415721111296,-0.38154131287000675,-0.513542198913589,-0.3877269964885172,0.0,0.0,0
0,0,0,1.3600928293483243,-1.691853302747122,-0.38154131287000675,0.09314697294672623,1.4983544232176806,0.4043674547188261,-2.3735766790087127,0
0,1,0,0.8132368523668217,0.25027415721111296,-0.3353660073823079,1.0726742176957442,0.08709070357737884,-2.4408051335711294,0.07015479936991892,0
0,0,0,-0.8273310785776862,-0.08457540485065172,0.2187376584700787,-0.8952048415748054,-0.8757340771117991,0.0,0.0,1
1,0,0,0.5398088638760704,-0.4194249669124164,-0.3353660073823079,-0.4605947802785069,-0.24264381035727114,0.0,0.0,0
