month_07,month_08,month_09,Temperature,RH,Rain,DC,FWI,log_skewed_FWI,log_skewed_DC,Classes_not fire
0,0,0,0.2663808753853191,-0.821244441386534,-0.38154131287000675,0.9844285199706074,0.7729384925614509,0.24132800148844938,0.3950298631500289,0
1,0,0,0.5398088638760704,1.254822843396407,-0.38154131287000675,-0.24218667840879338,-0.48005266039021915,0.0,0.0,1
0,0,1,-0.8273310785776862,0.18330424479876,-0.10448947994381348,-0.7275380158970457,-0.8361659354396411,0.0,0.0,1
1,0,0,0.5398088638760704,-1.1560940034482987,-0.38154131287000675,-0.5311913384586163,0.9312110592500827,0.35852098043942254,0.0,0
0,0,1,-0.5539030900869348,1.187852930984054,-0.38154131287000675,-0.3017525243732607,-0.4404845187180611,0.0,0.0,0
1,0,0,0.8132368523668217,-0.21851522967535758,-0.38154131287000675,0.10197154271923987,0.5091508814137309,0.009109265785529886,-0.5075451060211343,0
0,0,1,0.5398088638760704,-0.28548514208771053,-0.28919070189460894,0.8785336827004434,-0.42729513816067516,0.0,0.32102038549618167,1
0,0,0,-0.007047113105432196,0.25027415721111296,-0.38154131287000675,0.16815581601309243,0.060711942462606826,-0.578547976877254,-0.4032338751411639,0
0,0,0,-1.1007590670684375,1.8575520551075833,-0.38154131287000675,-0.7385687281126878,-0.8493553159970272,0.0,0.0,1
1,0,0,1.0866648408575732,-0.6203347041494752,-0.38154131287000675,1.1123847816720558,1.0894836259387148,0.46340919992447777,0.47771431390825503,0
0,0,0,-0.007047113105432196,-0.017605492438298787,-0.3353660073823079,-0.010541721880309373,-0.42729513816067516,0.0,0.0,0
1,0,0,-1.3741870555591889,0.25027415721111296,-0.19684009091921123,0.5101078946979974,-0.6515146076362371,0.0,0.010057151581291895,1
1,0,0,0.5398088638760704,-1.1560940034482987,-0.38154131287000675,-0.03922157364097891,1.0499154842665568,0.43820040316490283,0.0,0
0,0,0,0.2663808753853191,-0.017605492438298787,3.6357102645597954,-0.8797618444729064,-0.8757340771117991,0.0,0.0,1
1,0,0,0.8132368523668217,-1.3570037406853575,-0.24301539640691014,-0.0679014254016483,-0.0975606242260252,0.0,0.0,0
0,0,0,-1.6476150440499402,1.254822843396407,-0.38154131287000675,0.29169979282828395,0.00795442023306278,-0.6773635593797533,-0.2335730084843538,0
0,0,0,-0.8273310785776862,1.7905821426952304,-0.058314174456114615,-0.8952048415748054,-0.9284915993413431,0.0,0.0,1
0,0,1,0.2663808753853191,0.7190635440975834,0.4496141859085731,-0.8665249898141361,-0.8889234576691851,0.0,0.0,1
0,0,0,-0.2804751015961835,0.11633433238640709,-0.38154131287000675,0.5211386069136394,0.4695827397415728,-0.030889465247179417,0.0209182860053769,0
1,0,0,0.2663808753853191,0.3842139820358188,-0.38154131287000675,0.07549783340169894,0.2717420313807828,-0.25910494104250786,-0.5525198155506592,0
0,0,1,-0.2804751015961835,-0.5533647917371223,-0.38154131287000675,-0.703270449022633,-0.7042721298657811,0.0,0.0,1
1,0,0,1.0866648408575732,-2.2276126020459457,-0.38154131287000675,0.7152791419089403,3.0283225678744565,1.260822564768421,0.19497379683195437,0
1,0,0,0.2663808753853191,0.3842139820358188,-0.38154131287000675,0.035787269425387305,0.12665884524953683,-0.4673529928889216,-0.6240180820915874,0
0,0,0,-0.8273310785776862,1.187852930984054,0.5419647968839708,-0.8952048415748054,-0.9153022187839571,0.0,0.0,1
0,0,0,0.5398088638760704,-1.3570037406853575,0.40343888042087417,-0.8753495595866497,-0.6383252270788511,0.0,0.0,1
0,1,0,1.3600928293483243,-0.4194249669124164,-0.38154131287000675,-0.6172308937406247,-0.15031814645556912,0.0,0.0,0
0,0,0,0.8132368523668217,0.3842139820358188,-0.38154131287000675,-0.687827451920734,-0.22945442979988517,0.0,0.0,0
0,1,0,0.2663808753853191,0.25027415721111296,-0.38154131287000675,1.0263452263900477,0.4695827397415728,-0.030889465247179417,0.4228761368896046,0
0,0,1,0.8132368523668217,-1.8927630399841808,-0.38154131287000675,1.0837049299113863,1.9204146010540328,0.883938848244129,0.4597669944180583,0
